# PIMCID: 234567891
#  nodes  elems                 w             thick             young           poisson            radius          pressure
       0      1  4.95499924425000060E+00  2.50000000000000000E+01  5.00000000000000000E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  4.62778231262428719E+00  2.50000000000000000E+01  5.35353535399999964E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  4.34110553262679311E+00  2.50000000000000000E+01  5.70707070699999986E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  4.08787437624053762E+00  2.50000000000000000E+01  6.06060606100000041E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  3.86255846607531650E+00  2.50000000000000000E+01  6.41414141399999971E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  3.66078302356209706E+00  2.50000000000000000E+01  6.76767676800000027E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  3.47904202266214169E+00  2.50000000000000000E+01  7.12121212099999957E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  3.31449273759579421E+00  2.50000000000000000E+01  7.47474747500000012E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  3.16480596902240574E+00  2.50000000000000000E+01  7.82828282800000034E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  3.02805509364104308E+00  2.50000000000000000E+01  8.18181818199999998E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.90263269349744624E+00  2.50000000000000000E+01  8.53535353500000019E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.78718707485578543E+00  2.50000000000000000E+01  8.88888888899999984E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.68057336176648553E+00  2.50000000000000000E+01  9.24242424199999914E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.58181539567728713E+00  2.50000000000000000E+01  9.59595959600000060E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.49007576246270457E+00  2.50000000000000000E+01  9.94949494899999991E+03  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.40463198618721963E+00  2.50000000000000000E+01  1.03030303029999995E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.32485746521685410E+00  2.50000000000000000E+01  1.06565656569999992E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.25020607883142398E+00  2.50000000000000000E+01  1.10101010100000003E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.18019966740023330E+00  2.50000000000000000E+01  1.13636363640000000E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.11441778098249555E+00  2.50000000000000000E+01  1.17171717169999993E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  2.05248922664788935E+00  2.50000000000000000E+01  1.20707070710000007E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  1.99408506174927491E+00  2.50000000000000000E+01  1.24242424240000000E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  1.93891274771627997E+00  2.50000000000000000E+01  1.27777777779999997E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  1.88671125074018309E+00  2.50000000000000000E+01  1.31313131310000008E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
       0      1  1.83724691076868263E+00  2.50000000000000000E+01  1.34848484850000004E+04  2.89999999999999980E-01  2.50000000000000000E+02  1.40720800000000007E-01
