# PIMCID: 234567891
#   elem          X           Y        AREA           W
     642     195.12     -89.111      102.01     0.22601    
     643     197.30     -76.985      112.06     0.24340    
     644     204.54     -64.621      101.82     0.22601    
     645     205.31     -51.990      112.23     0.24340    
     646     210.90     -39.164      101.68     0.22601    
     647     210.16     -26.196      112.33     0.24340    
     648     214.11     -13.120      101.62     0.22601    
     649     211.79      0.0000      112.37     0.24340    
     650     214.11      13.120      101.62     0.22601    
     651     210.16      26.196      112.33     0.24340    
     652     210.90      39.164      101.68     0.22601    
     653     205.31      51.990      112.23     0.24340    
     654     204.54      64.621      101.82     0.22602    
     655     197.30      76.985      112.06     0.24341    
     656     195.12      89.111      102.01     0.22602    
     657     186.26      100.80      111.84     0.24341    
     658     182.78      112.27      102.27     0.22602    
     659     172.35      123.06      111.53     0.24341    
     660     167.70      133.74      102.58     0.22602    
     661     155.80      143.43      111.16     0.24341    
     662     150.11      153.21      102.97     0.22602    
     663     136.86      161.59      110.72     0.24341    
     664     130.27      170.38      103.42     0.22602    
     665     115.82      177.27      110.23     0.24341    
     666     108.49      185.01      103.94     0.22602    
     667     92.999      190.23      109.67     0.24340    
     668     85.087      196.86      104.51     0.22601    
     669     68.751      200.26      109.03     0.24339    
     670     60.411      205.77      105.15     0.22600    
     671     43.450      207.22      108.32     0.24337    
     672     34.834      211.59      105.86     0.22598    
     673     17.485      210.99      107.56     0.24334    
     674     8.7384      214.25      106.63     0.22593    
     675     8.7309     -222.40      106.49     0.17365    
     676     17.469     -219.16      107.36     0.19112    
     677     34.813     -219.84      105.78     0.17370    
     678     43.432     -215.54      108.07     0.19116    
     679     60.415     -214.24      105.13     0.17371    
     680     68.779     -208.85      108.73     0.19117    
     681     85.182     -205.66      104.53     0.17372    
     682     93.151     -199.18      109.32     0.19118    
     683     108.77     -194.23      103.98     0.17373    
     684     116.20     -186.69      109.84     0.19118    
     685     130.85     -180.11      103.49     0.17373    
     686     137.60     -171.54      110.32     0.19118    
     687     151.12     -163.49      103.06     0.17373    
     688     157.04     -153.95      110.74     0.19118    
     689     169.29     -144.59      102.70     0.17372    
     690     174.25     -134.17      111.10     0.19117    
     691     185.12     -123.70      102.39     0.17372    
     692     188.99     -112.48      111.39     0.19117    
     693     198.38     -101.08      102.12     0.17372    
     694     201.03     -89.186      111.63     0.19117    
     695     208.89     -77.065      101.93     0.17372    
     696     210.22     -64.626      111.81     0.19117    
     697     216.50     -51.978      101.78     0.17371    
     698     216.42     -39.147      111.93     0.19117    
     699     221.11     -26.171      101.70     0.17371    
     700     219.54     -13.111      111.99     0.19117    
     701     222.65      0.0000      101.67     0.17371    
     702     219.54      13.111      111.99     0.19117    
     703     221.11      26.171      101.70     0.17371    
     704     216.42      39.147      111.93     0.19117    
     705     216.50      51.978      101.78     0.17372    
     706     210.22      64.626      111.81     0.19117    
     707     208.89      77.065      101.93     0.17372    
     708     201.03      89.186      111.63     0.19117    
     709     198.38      101.08      102.12     0.17372    
     710     188.99      112.48      111.39     0.19117    
     711     185.12      123.70      102.39     0.17372    
     712     174.25      134.17      111.10     0.19117    
     713     169.29      144.59      102.70     0.17372    
     714     157.04      153.95      110.74     0.19118    
     715     151.12      163.49      103.06     0.17372    
     716     137.60      171.54      110.32     0.19118    
     717     130.85      180.11      103.49     0.17372    
     718     116.20      186.69      109.84     0.19117    
     719     108.77      194.23      103.98     0.17372    
     720     93.151      199.18      109.32     0.19117    
     721     85.182      205.66      104.53     0.17372    
     722     68.779      208.85      108.73     0.19116    
     723     60.415      214.24      105.13     0.17370    
     724     43.432      215.54      108.07     0.19115    
     725     34.813      219.84      105.78     0.17369    
     726     17.469      219.16      107.36     0.19111    
     727     8.7309      222.40      106.49     0.17364    
     728     8.7238     -230.55      106.39     0.12130    
     729     17.455     -227.33      107.18     0.13877    
     730     34.793     -228.09      105.71     0.12134    
     731     43.413     -223.84      107.84     0.13880    
     732     60.416     -222.69      105.10     0.12135    
     733     68.800     -217.39      108.44     0.13881    
     734     85.263     -214.41      104.53     0.12136    
     735     93.281     -208.08      109.00     0.13881    
     736     109.01     -203.38      104.03     0.12136    
     737     116.53     -196.01      109.52     0.13882    
     738     131.36     -189.72      103.58     0.12136    
     739     138.25     -181.36      109.96     0.13882    
     740     152.02     -173.62      103.17     0.12136    
     741     158.14     -164.32      110.35     0.13882    
     742     170.72     -155.28      102.80     0.12136    
     743     175.95     -145.10      110.69     0.13881    
     744     187.22     -134.94      102.49     0.12135    
     745     191.43     -123.97      110.99     0.13881    
     746     201.30     -112.86      102.24     0.12135    
     747     204.39     -101.20      111.23     0.13881    
     748     212.80     -89.328      102.04     0.12136    
     749     214.65     -77.091      111.41     0.13881    
     750     221.55     -64.642      101.88     0.12135    
     751     222.07     -51.967      111.54     0.13881    
     752     227.45     -39.121      101.78     0.12135    
     753     226.57     -26.156      111.62     0.13881    
     754     230.42     -13.097      101.73     0.12135    
     755     228.07      0.0000      111.65     0.13881    
     756     230.42      13.097      101.73     0.12135    
     757     226.57      26.156      111.62     0.13881    
     758     227.45      39.121      101.78     0.12135    
     759     222.07      51.967      111.54     0.13881    
     760     221.55      64.642      101.88     0.12136    
     761     214.65      77.091      111.41     0.13881    
     762     212.80      89.328      102.04     0.12136    
     763     204.39      101.20      111.23     0.13881    
     764     201.30      112.86      102.24     0.12135    
     765     191.43      123.97      110.99     0.13881    
     766     187.22      134.94      102.49     0.12135    
     767     175.95      145.10      110.69     0.13881    
     768     170.72      155.28      102.80     0.12136    
     769     158.14      164.32      110.35     0.13881    
     770     152.02      173.62      103.17     0.12136    
     771     138.25      181.36      109.96     0.13881    
     772     131.36      189.72      103.58     0.12136    
     773     116.53      196.01      109.52     0.13881    
     774     109.01      203.38      104.03     0.12135    
     775     93.281      208.08      109.00     0.13881    
     776     85.263      214.41      104.53     0.12135    
     777     68.800      217.39      108.44     0.13880    
     778     60.416      222.69      105.10     0.12135    
     779     43.413      223.84      107.84     0.13879    
     780     34.793      228.09      105.71     0.12133    
     781     17.455      227.33      107.18     0.13876    
     782     8.7238      230.55      106.39     0.12129    
     783     8.7171     -238.69      106.25     0.69090E-01
     784     17.441     -235.49      107.00     0.86482E-01
     785     34.773     -236.32      105.64     0.69119E-01
     786     43.394     -232.13      107.62     0.86507E-01
     787     60.414     -231.11      105.07     0.69128E-01
     788     68.816     -225.91      108.20     0.86516E-01
     789     85.331     -223.12      104.55     0.69131E-01
     790     93.394     -216.92      108.72     0.86519E-01
     791     109.23     -212.46      104.06     0.69131E-01
     792     116.83     -205.26      109.19     0.86517E-01
     793     131.81     -199.24      103.63     0.69130E-01
     794     138.83     -191.08      109.62     0.86518E-01
     795     152.82     -183.64      103.24     0.69132E-01
     796     159.12     -174.55      110.00     0.86520E-01
     797     171.99     -165.82      102.90     0.69132E-01
     798     177.46     -155.87      110.33     0.86518E-01
     799     189.10     -146.02      102.60     0.69129E-01
     800     193.62     -135.28      110.61     0.86514E-01
     801     203.94     -124.46      102.34     0.69127E-01
     802     207.41     -113.03      110.85     0.86513E-01
     803     216.33     -101.41      102.14     0.69127E-01
     804     218.64     -89.383      111.05     0.86514E-01
     805     226.13     -77.146      101.99     0.69128E-01
     806     227.19     -64.642      111.19     0.86515E-01
     807     233.21     -51.951      101.87     0.69128E-01
     808     232.95     -39.106      111.28     0.86513E-01
     809     237.50     -26.132      101.80     0.69126E-01
     810     235.85     -13.089      111.33     0.86511E-01
     811     238.93      0.0000      101.77     0.69125E-01
     812     235.85      13.089      111.33     0.86511E-01
     813     237.50      26.132      101.80     0.69126E-01
     814     232.95      39.105      111.28     0.86514E-01
     815     233.21      51.951      101.87     0.69129E-01
     816     227.19      64.642      111.19     0.86516E-01
     817     226.13      77.146      101.99     0.69128E-01
     818     218.64      89.383      111.05     0.86514E-01
     819     216.33      101.41      102.14     0.69127E-01
     820     207.41      113.03      110.85     0.86514E-01
     821     203.94      124.46      102.34     0.69127E-01
     822     193.62      135.28      110.61     0.86513E-01
     823     189.10      146.02      102.60     0.69129E-01
     824     177.46      155.87      110.33     0.86517E-01
     825     171.99      165.82      102.90     0.69131E-01
     826     159.12      174.55      110.00     0.86517E-01
     827     152.82      183.64      103.24     0.69130E-01
     828     138.83      191.08      109.62     0.86515E-01
     829     131.81      199.24      103.63     0.69127E-01
     830     116.83      205.26      109.19     0.86513E-01
     831     109.23      212.46      104.06     0.69127E-01
     832     93.394      216.92      108.72     0.86514E-01
     833     85.331      223.12      104.55     0.69128E-01
     834     68.816      225.91      108.20     0.86511E-01
     835     60.414      231.11      105.07     0.69124E-01
     836     43.394      232.13      107.62     0.86502E-01
     837     34.773      236.32      105.64     0.69114E-01
     838     17.441      235.49      107.00     0.86477E-01
     839     8.7171      238.69      106.25     0.69086E-01
     840     8.7107     -246.84      106.16     0.17235E-01
     841     17.428     -243.65      106.85     0.34479E-01
     842     34.754     -244.54      105.58     0.17244E-01
     843     43.375     -240.40      107.44     0.34492E-01
     844     60.409     -239.51      105.05     0.17248E-01
     845     68.827     -234.40      107.96     0.34496E-01
     846     85.390     -231.79      104.55     0.17248E-01
     847     93.492     -225.71      108.45     0.34496E-01
     848     109.42     -221.47      104.09     0.17248E-01
     849     117.09     -214.43      108.89     0.34495E-01
     850     132.22     -208.67      103.67     0.17247E-01
     851     139.34     -200.69      109.30     0.34496E-01
     852     153.54     -193.53      103.31     0.17248E-01
     853     160.00     -184.65      109.67     0.34497E-01
     854     173.14     -176.22      102.98     0.17249E-01
     855     178.82     -166.49      109.99     0.34497E-01
     856     190.80     -156.94      102.69     0.17248E-01
     857     195.60     -146.42      110.27     0.34495E-01
     858     206.32     -135.89      102.44     0.17247E-01
     859     210.13     -124.68      110.50     0.34494E-01
     860     219.53     -113.33      102.23     0.17247E-01
     861     222.26     -101.50      110.68     0.34493E-01
     862     230.28     -89.489      102.06     0.17246E-01
     863     231.84     -77.163      110.84     0.34494E-01
     864     238.45     -64.647      101.95     0.17247E-01
     865     238.76     -51.939      110.95     0.34495E-01
     866     243.95     -39.080      101.86     0.17247E-01
     867     242.95     -26.119      111.01     0.34493E-01
     868     246.72     -13.076      101.82     0.17246E-01
     869     244.35      0.0000      111.03     0.34493E-01
     870     246.72      13.076      101.82     0.17246E-01
     871     242.95      26.119      111.01     0.34494E-01
     872     243.95      39.080      101.86     0.17247E-01
     873     238.76      51.939      110.95     0.34495E-01
     874     238.45      64.647      101.95     0.17248E-01
     875     231.84      77.163      110.84     0.34494E-01
     876     230.28      89.488      102.06     0.17246E-01
     877     222.26      101.50      110.68     0.34494E-01
     878     219.53      113.33      102.23     0.17247E-01
     879     210.13      124.68      110.50     0.34494E-01
     880     206.32      135.89      102.44     0.17247E-01
     881     195.60      146.42      110.27     0.34495E-01
     882     190.80      156.94      102.69     0.17248E-01
     883     178.82      166.49      109.99     0.34496E-01
     884     173.14      176.22      102.98     0.17248E-01
     885     160.00      184.65      109.67     0.34496E-01
     886     153.54      193.53      103.31     0.17248E-01
     887     139.34      200.69      109.30     0.34494E-01
     888     132.22      208.67      103.67     0.17247E-01
     889     117.09      214.43      108.89     0.34494E-01
     890     109.42      221.47      104.09     0.17247E-01
     891     93.492      225.71      108.45     0.34494E-01
     892     85.390      231.79      104.55     0.17247E-01
     893     68.827      234.40      107.96     0.34494E-01
     894     60.409      239.51      105.05     0.17247E-01
     895     43.375      240.40      107.44     0.34490E-01
     896     34.754      244.54      105.58     0.17243E-01
     897     17.428      243.65      106.85     0.34477E-01
     898     8.7107      246.84      106.16     0.17234E-01
